Service Request No,original_address_field,st_num_x,st_dir_x,st_name,Location,Created Date,Status Date,Status,Vehicle Make/Model,License Plate Number,Pound assigned inventory number,City X Coordinate,City Y Coordinate,Vehicle Body Style,impound_date,date,X Coordinate,Y Coordinate,X,Y,iss_dt_tim,st_num_y,st_dir_y,st_nm,st_name_edit,address,lcns_plt_s,viol_cd,viol_desc,rpt_dstrct,vhcl_make,fine_lvl,tckt_que,year,on_route,datetime,penalty
16-00366504,603 W MADISON ST,603,W,MADISON ST,603 W MADISON ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Toyota,S247042,2781679,1172300.25,1900287.695,Sedan 4 Door,1/17/2016,1/17/2016,-87.64277378,41.88183633,-87.6428535,41.8817032,1/17/2016 3:04,605,W,MADISON,MADISON ST,605 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,SCIO,60,Paid,2016,TRUE,1/17/2016 3:04,TICKET AND TOW
16-00366507,627 W MADISON ST,627,W,MADISON ST,627 W MADISON ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Honda,Z421712,2781682,1172054.529,1900281.727,Carryall,1/17/2016,1/17/2016,-87.64367624,41.88182537,-87.6406698,41.8817251,1/17/2016 3:01,531,W,MADISON ST,MADISON ST,531 W MADISON ST,IL,964060,3-7 AM SNOW ROUTE,1,HOND,60,Paid,2016,TRUE,1/17/2016 3:01,TICKET AND TOW
16-00366508,501 W MADISON ST,501,W,MADISON ST,501 W MADISON ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Honda,600REZ,2781683,1173130.816,1900311.554,Carryall,1/17/2016,1/17/2016,-87.63972328,41.88188342,-87.6403199,41.8817251,1/17/2016 3:01,517,W,MADISON,MADISON ST,517 W MADISON,MN,964060,3-7 AM SNOW ROUTE,1,HOND,60,Define,2016,TRUE,1/17/2016 3:01,TICKET AND TOW
16-00366513,545 W MADISON ST,545,W,MADISON ST,545 W MADISON ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Mercury,356773,2781686,1172696.711,1900298.942,Sedan 4 Door,1/17/2016,1/17/2016,-87.64131767,41.88185843,-87.6415191,41.8817235,1/17/2016 3:01,555,W,MADISON ST,MADISON ST,555 W MADISON ST,DE,964060,3-7 AM SNOW ROUTE,1,MERZ,60,Define,2016,TRUE,1/17/2016 3:01,TICKET AND TOW
16-00366515,713 S STATE ST,713,S,STATE ST,713 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Toyota,L718878,2781687,1176471.665,1897014.337,Sedan 4 Door,1/17/2016,1/17/2016,-87.62755543,41.87276091,-87.62711,41.87287,1/17/2016 3:46,711,S,STATE,STATE ST,711 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,1/17/2016 3:46,TICKET AND TOW
16-00366516,821 S STATE ST,821,S,STATE ST,821 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Volkswagen,R817719,2781688,1176485.312,1896568.293,Sedan 4 Door,1/17/2016,1/17/2016,-87.62751879,41.87153663,-87.6272751,41.8716437,1/17/2016 3:35,817,S,STATE,STATE ST,817 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,VOLK,120,Paid,2016,TRUE,1/17/2016 3:35,TICKET AND TOW
16-00370992,701 S STATE ST,701,S,STATE ST,701 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Chevrolet,E124840,2781689,1176468.065,1897125.637,Sedan 4 Door,1/17/2016,1/17/2016,-87.62756529,41.87306641,-87.62792,41.87278,1/17/2016 3:49,708,S,STATE,STATE ST,708 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,1/17/2016 3:49,TICKET AND TOW
16-00366519,1222 S STATE ST,1222,S,STATE ST,1222 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Ford,AUL918,2781690,1176528.136,1894930.786,Sedan 2 Door,1/17/2016,1/17/2016,-87.62741101,41.86704224,-87.62779,41.86699,1/17/2016 3:27,1212,S,STATE,STATE ST,1212 S STATE,MI,964060,3-7 AM SNOW ROUTE,1,FORD,60,Paid,2016,TRUE,1/17/2016 3:27,TICKET AND TOW
16-00366520,1218 S STATE ST,1218,S,STATE ST,1218 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Ford,V474250,2781691,1176527.536,1894955.386,Carryall,1/17/2016,1/17/2016,-87.62741247,41.86710976,-87.62779,41.86705,1/17/2016 3:25,1210,S,STATE,STATE ST,1210 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,FORD,60,Paid,2016,TRUE,1/17/2016 3:25,TICKET AND TOW
16-00366523,5079 S ARCHER AVE,5079,S,ARCHER AVE,5079 S ARCHER AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Mercury,N224507,2781693,1149317.45,1870656.267,Sedan 2 Door,1/17/2016,1/17/2016,-87.72793348,41.80100028,-87.7280764,41.8008263,1/17/2016 3:55,5081,S,ARCHER,ARCHER AVE,5081 S ARCHER,IL,964060,3-7 AM SNOW ROUTE,8,MERC,120,Paid,2016,TRUE,1/17/2016 3:55,TICKET AND TOW
16-00366524,1407 S STATE ST,1407,S,STATE ST,1407 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Toyota,577XEC,2781694,1176557.288,1893770.483,Sedan 4 Door,1/17/2016,1/17/2016,-87.62733902,41.86385764,-87.62663,41.86361,1/17/2016 3:23,1407,S,STATE,STATE ST,1407 S STATE,WI,964060,3-7 AM SNOW ROUTE,1,TOYT,120,Notice,2016,TRUE,1/17/2016 3:23,TICKET AND TOW
16-00366526,1413 S STATE ST,1413,S,STATE ST,1413 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Toyota,040TGA,2781695,1176558.888,1893709.683,Sedan 4 Door,1/17/2016,1/17/2016,-87.62733498,41.86369077,-87.6270774,41.8632571,1/17/2016 3:21,1415,S,STATE,STATE ST,1415 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Define,2016,TRUE,1/17/2016 3:21,TICKET AND TOW
16-00366531,1443 S STATE ST,1443,S,STATE ST,1443 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,General Motors Corp.,A296999,2781698,1176566.621,1893405.518,Carryall,1/17/2016,1/17/2016,-87.62731578,41.86285594,-87.62689,41.86139,1/17/2016 5:18,1515,S,STATE,STATE ST,1515 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,GMC,60,Paid,2016,TRUE,1/17/2016 5:18,TICKET AND TOW
16-00366533,1441 S STATE ST,1441,S,STATE ST,1441 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Hyundai,GAQ9286,2781699,1176566.121,1893425.818,Sedan 4 Door,1/17/2016,1/17/2016,-87.627317,41.86291166,-87.6270751,41.8615,1/17/2016 3:20,1505,S,STATE,STATE ST,1505 S STATE,OH,964060,3-7 AM SNOW ROUTE,1,HYUN,120,Bankruptcy,2016,TRUE,1/17/2016 3:20,TICKET AND TOW
16-00367467,736 S STATE ST,736,S,STATE ST,736 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Hyundai,G748430,2781743,1176477.437,1896836.568,Sedan 4 Door,1/18/2016,1/18/2016,-87.62753961,41.87227297,-87.6277795,41.8725529,1/18/2016 3:16,736,S,STATE,STATE ST,736 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,HYUN,120,Notice,2016,TRUE,1/18/2016 3:16,TICKET AND TOW
16-00367469,5202 S ARCHER AVE,5202,S,ARCHER AVE,5202 S ARCHER AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Volkswagen,R136859,2781744,1147532.63,1870276.508,Sedan 4 Door,1/18/2016,1/18/2016,-87.73448882,41.79999248,-87.73461,41.80022,1/18/2016 3:52,5200,S,ARCHER,ARCHER AVE,5200 S ARCHER,IL,964060,3-7 AM SNOW ROUTE,8,VOLK,120,Notice,2016,TRUE,1/18/2016 3:52,TICKET AND TOW
16-00367471,1057 S STATE ST,1057,S,STATE ST,1057 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Toyota,H999658,2781745,1176503.954,1895827.961,Carryall,1/18/2016,1/18/2016,-87.6274727,41.8695047,-87.6272651,41.8694869,1/18/2016 3:11,1057,S,STATE,STATE ST,1057 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,1/18/2016 3:11,TICKET AND TOW
16-00367472,1409 S STATE ST,1409,S,STATE ST,1409 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Hyundai,791LAV,2781746,1176557.788,1893750.283,Sedan 4 Door,1/18/2016,1/18/2016,-87.6273378,41.8638022,-87.6270844,41.8634371,1/18/2016 3:08,1409,S,STATE,STATE ST,1409 S STATE,IN,964060,3-7 AM SNOW ROUTE,1,HYUN,60,Paid,2016,TRUE,1/18/2016 3:08,TICKET AND TOW
16-00367478,1507 S STATE ST,1507,S,STATE ST,1507 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Mazda,K949237,2781748,1176577.97,1892996.463,Sedan 4 Door,1/18/2016,1/18/2016,-87.62728647,41.86173321,-87.6270751,41.86146,1/18/2016 3:04,1507,S,STATE,STATE ST,1507 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,MAZD,60,Paid,2016,TRUE,1/18/2016 3:04,TICKET AND TOW
16-00369069,571 W MADISON ST,571,W,MADISON ST,571 W MADISON ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Lexus,6934257,2781799,1172520.65,1900293.895,Carryall,1/19/2016,1/19/2016,-87.6419643,41.88184847,-87.64198,41.88113,1/19/2016 3:00,571,W,MADISON,MADISON ST,571 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,LEXU,60,Paid,2016,TRUE,1/19/2016 3:00,TICKET AND TOW
16-00369070,1415 S STATE ST,1415,S,STATE ST,1415 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Chevrolet,V509660,2781800,1176559.388,1893689.383,Sedan 4 Door,1/19/2016,1/19/2016,-87.62733376,41.86363505,-87.6270774,41.8632571,1/19/2016 3:03,1415,S,STATE,STATE ST,1415 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,1/19/2016 3:03,TICKET AND TOW
16-00369032,8112 S COTTAGE GROVE AVE,8112,S,COTTAGE GROVE AVE,8112 S COTTAGE GROVE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Pontiac,N938403,2781803,1182966.736,1851386.483,Sedan 4 Door,1/19/2016,1/19/2016,-87.60512885,41.74740555,-87.60549,41.74722,1/19/2016 3:05,8110,S,COTTAGE GROVE,COTTAGE GROVE AVE,8110 S COTTAGE GROVE,IL,964060,3-7 AM SNOW ROUTE,6,PONT,120,Notice,2016,TRUE,1/19/2016 3:05,TICKET AND TOW
16-00369073,1220 S STATE ST,1220,S,STATE ST,1220 S STATE ST,1/20/2016 0:00,1/28/2016 0:00,Completed,Nissan,B707744,2781804,1176527.836,1894943.086,Carryall,1/19/2016,1/19/2016,-87.62741174,41.867076,-87.62778,41.86679,1/19/2016 3:09,1220,S,STATE,STATE ST,1220 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,NISS,60,Dismissed,2016,TRUE,1/19/2016 3:09,TICKET AND TOW
16-00369075,8211 S COTTAGE GROVE AVE,8211,S,COTTAGE GROVE AVE,8211 S COTTAGE GROVE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Ford,378TX,2781806,1182986.026,1850726.808,Carryall,1/19/2016,1/19/2016,-87.60507862,41.74559488,-87.604878,41.7451832,1/19/2016 4:02,8211,S,COTTAGE GROVE,COTTAGE GROVE AVE,8211 S COTTAGE GROVE,IL,964060,3-7 AM SNOW ROUTE,6,FORD,60,Paid,2016,TRUE,1/19/2016 4:02,TICKET AND TOW
16-00369075,8211 S COTTAGE GROVE AVE,8211,S,COTTAGE GROVE AVE,8211 S COTTAGE GROVE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Ford,378TX,2781806,1182986.026,1850726.808,Carryall,1/19/2016,1/19/2016,-87.60507862,41.74559488,-87.60465,41.7453999,1/19/2016 3:11,8209,S,COTTAGE GROVE,COTTAGE GROVE AVE,8209 S COTTAGE GROVE,IL,964060,3-7 AM SNOW ROUTE,6,FORD,60,Dismissed,2016,TRUE,1/19/2016 3:11,TICKET AND TOW
16-00369077,8917 S COTTAGE GROVE AVE,8917,S,COTTAGE GROVE AVE,8917 S COTTAGE GROVE AVE,1/20/2016 0:00,1/28/2016 0:00,Completed,Pontiac,N672161,2781807,1183123.745,1845956.193,Sedan 4 Door,1/19/2016,1/19/2016,-87.604722,41.73250058,-87.6045951,41.7323264,1/19/2016 3:51,8917,S,COTTAGE GROVE,COTTAGE GROVE AVE,8917 S COTTAGE GROVE,IL,964060,3-7 AM SNOW ROUTE,6,PONT,60,Paid,2016,TRUE,1/19/2016 3:51,TICKET AND TOW
16-00386637,620 S STATE ST,620,S,STATE ST,620 S STATE ST,1/21/2016 0:00,1/28/2016 0:00,Completed,Buick,A169263,2781861,1176454.603,1897543.928,Sedan 4 Door,1/20/2016,1/20/2016,-87.62760209,41.87421453,-87.6278432,41.8740493,1/20/2016 3:10,620,S,STATE,STATE ST,620 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,BUIC,60,Paid,2016,TRUE,1/20/2016 3:10,TICKET AND TOW
16-00386575,2835 S STATE ST,2835,S,STATE ST,2835 S STATE ST,1/21/2016 0:00,1/28/2016 0:00,Completed,Ford,V210766,2781866,1176798.699,1886119.93,Sedan 4 Door,1/20/2016,1/20/2016,-87.62668395,41.84285854,-87.6170979,41.8428179,1/20/2016 3:16,2835,S,KING DR,MARTIN LUTHER KING DRIVE,2835 S KING DR,IL,964060,3-7 AM SNOW ROUTE,1,FORD,60,Paid,2016,TRUE,1/20/2016 3:16,TICKET AND TOW
16-00465792,600 S STATE ST,600,S,STATE ST,600 S STATE ST,1/25/2016 0:00,2/4/2016 0:00,Completed,Chevrolet,V164639,2782073,1176451.122,1897667.028,Sedan 2 Door,1/22/2016,1/22/2016,-87.62761115,41.8745524,-87.6278453,41.8740807,1/22/2016 3:01,616,S,STATE,STATE ST,616 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,120,Notice,2016,TRUE,1/22/2016 3:01,TICKET AND TOW
16-00465794,601 S STATE ST,601,S,STATE ST,601 S STATE ST,1/25/2016 0:00,2/4/2016 0:00,Completed,Chevrolet,E790273,2782074,1176451.322,1897658.728,Sedan 4 Door,1/22/2016,1/22/2016,-87.62761067,41.87452962,-87.6273153,41.8740895,1/22/2016 3:02,623,S,STATE,STATE ST,623 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,60,Paid,2016,TRUE,1/22/2016 3:02,TICKET AND TOW
16-00712178,1234 S STATE ST,1234,S,STATE ST,1234 S STATE ST,2/4/2016 0:00,2/5/2016 0:00,Completed,Volkswagen,R944898,2782077,1176529.936,1894856.986,Sedan 4 Door,1/22/2016,1/22/2016,-87.62740663,41.86683969,-87.62777,41.86639,1/22/2016 3:10,1234,S,STATE,STATE ST,1234 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,VOLK,60,Paid,2016,TRUE,1/22/2016 3:10,TICKET AND TOW
16-00465800,1226 S STATE ST,1226,S,STATE ST,1226 S STATE ST,1/25/2016 0:00,2/4/2016 0:00,Completed,Ford,E553314,2782078,1176528.736,1894906.186,Sedan 4 Door,1/22/2016,1/22/2016,-87.62740955,41.86697473,-87.62778,41.86659,1/22/2016 3:09,1226,S,STATE,STATE ST,1226 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,FORD,60,Paid,2016,TRUE,1/22/2016 3:09,TICKET AND TOW
16-00465802,2837 S KINGSTON,2837,S,DOCTOR MARTIN LUTHER KING JR DR,2837 S DOCTOR MARTIN LUTHER KING JR DR,1/25/2016 0:00,2/4/2016 0:00,Completed,Honda,R640311,2782079,,,Sedan 2 Door,1/22/2016,1/22/2016,-87.6163174,41.8426349,-87.6170128,41.8407421,1/22/2016 3:15,2931,S,KING DRIVE,MARTIN LUTHER KING DRIVE,2931 S KING DRIVE,IL,964060,3-7 AM SNOW ROUTE,1,HOND,60,Define,2016,TRUE,1/22/2016 3:15,TICKET AND TOW
16-00468379,7501 S COTTAGE GROVE AVE,7501,S,COTTAGE GROVE AVE,7501 S COTTAGE GROVE AVE,1/25/2016 0:00,2/4/2016 0:00,Completed,Nissan,Y739186,2782241,1182860.866,1855451.076,Van,1/23/2016,1/23/2016,-87.60539077,41.75856168,-87.6051983,41.7583884,1/23/2016 3:30,7501,S,COTTAGE GROE,COTTAGE GROVE AVE,7501 S COTTAGE GROE,IL,964060,3-7 AM SNOW ROUTE,6,NISS,120,Notice,2016,TRUE,1/23/2016 3:30,TICKET AND TOW
16-00498522,611 W MADISON ST,611,W,MADISON ST,611 W MADISON ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Ford,V365196,2782383,1172218.35,1900285.695,Sedan 4 Door,1/24/2016,1/24/2016,-87.64307458,41.88183265,-87.6428962,41.8817006,1/24/2016 3:04,613,W,MADISON,MADISON ST,613 W MADISON,IL,964060,3-7 AM SNOW ROUTE,1,FORD,60,Paid,2016,TRUE,1/24/2016 3:04,TICKET AND TOW
16-00498523,609 W MADISON ST,609,W,MADISON ST,609 W MADISON ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Toyota,ADWR37,2782384,1172238.85,1900286.195,Sedan 4 Door,1/24/2016,1/24/2016,-87.64299929,41.88183357,-87.6428855,41.8817013,1/24/2016 3:03,611,W,MADISON,MADISON ST,611 W MADISON,FL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,1/24/2016 3:03,TICKET AND TOW
16-00498440,603 W MADISON ST,603,W,MADISON ST,603 W MADISON ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Hyundai,4610516,2782388,1172300.25,1900287.695,Sedan 4 Door,1/24/2016,1/24/2016,-87.64277378,41.88183633,-87.6438,41.88143,1/24/2016 3:01,601,W,MADSION,MADISON ST,601 W MADSION,IL,964060,3-7 AM SNOW ROUTE,1,HYUN,60,Paid,2016,TRUE,1/24/2016 3:01,TICKET AND TOW
16-00498445,812 S STATE ST,812,S,STATE ST,812 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Toyota,467TRZ,2782391,1176484.112,1896610.493,Sedan 4 Door,1/24/2016,1/24/2016,-87.62752193,41.87165246,-87.6277395,41.8715489,1/24/2016 3:07,810,S,STATE,STATE ST,810 S STATE,WI,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,1/24/2016 3:07,TICKET AND TOW
16-00498446,1332 S STATE ST,1332,S,STATE ST,1332 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Ford,V997928,2782392,1176544.604,1894258.257,Sedan 4 Door,1/24/2016,1/24/2016,-87.62737086,41.86519641,-87.62769,41.86486,1/24/2016 3:09,1330,S,STATE,STATE ST,1330 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,FORD,60,Paid,2016,TRUE,1/24/2016 3:09,TICKET AND TOW
16-00498447,631 S STATE ST,631,S,STATE ST,631 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Mercedes,V505802,2782393,1176456.503,1897487.028,Carryall,1/24/2016,1/24/2016,-87.62759683,41.87405835,-87.6273482,41.8742495,1/24/2016 3:05,613,S,STATE,STATE ST,613 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,MERZ,60,Paid,2016,TRUE,1/24/2016 3:05,TICKET AND TOW
16-00498449,1320 S STATE ST,1320,S,STATE ST,1320 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Honda,Y952246,2782394,1176542.604,1894332.957,Sedan 4 Door,1/24/2016,1/24/2016,-87.62737595,41.86540144,-87.6276263,41.8653675,1/24/2016 3:08,1314,S,STATE,STATE ST,1314 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,HOND,60,Paid,2016,TRUE,1/24/2016 3:08,TICKET AND TOW
16-00499907,1319 S STATE ST,1319,S,STATE ST,1319 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Nissan,Z595276,2782395,1176542.504,1894339.157,Sedan 4 Door,1/24/2016,1/24/2016,-87.62737613,41.86541845,-87.6271216,41.8650783,1/24/2016 3:11,1321,S,STATE,STATE ST,1321 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,NISS,120,Paid,2016,TRUE,1/24/2016 3:11,TICKET AND TOW
16-00498451,1449 S STATE ST,1449,S,STATE ST,1449 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Acura,EQD3221,2782399,1176568.221,1893344.718,Sedan 4 Door,1/24/2016,1/24/2016,-87.62731174,41.86268907,-87.6269,41.86281,1/24/2016 3:28,1439,S,STATE,STATE ST,1439 S STATE,OH,964060,3-7 AM SNOW ROUTE,1,ACUR,60,Paid,2016,TRUE,1/24/2016 3:28,TICKET AND TOW
16-00498453,1453 S STATE ST,1453,S,STATE ST,1453 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Audi,Z249963,2782401,1176569.221,1893304.118,Sedan 4 Door,1/24/2016,1/24/2016,-87.6273093,41.86257764,-87.627055,41.8626884,1/24/2016 3:25,1447,S,STAWTE,STATE ST,1447 S STAWTE,IL,964060,3-7 AM SNOW ROUTE,1,AUDI,60,Paid,2016,TRUE,1/24/2016 3:25,TICKET AND TOW
16-00498455,1501 S STATE ST,1501,S,STATE ST,1501 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Toyota,2851626,2782402,1176576.47,1893065.363,Sedan 4 Door,1/24/2016,1/24/2016,-87.62728989,41.86192231,-87.6270399,41.86161,1/24/2016 3:32,1503,S,STATE,STATE ST,1503 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,1/24/2016 3:32,TICKET AND TOW
16-00498456,1505 S STATE ST,1505,S,STATE ST,1505 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Jeep - Year Greater 1988,R352308,2782403,1176577.47,1893019.463,Carryall,1/24/2016,1/24/2016,-87.62728761,41.86179634,-87.6270751,41.86146,1/24/2016 3:31,1507,S,STATE,STATE ST,1507 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,JEEP,60,Paid,2016,TRUE,1/24/2016 3:31,TICKET AND TOW
16-00498457,1509 S STATE ST,1509,S,STATE ST,1509 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Toyota,L252187,2782404,1176578.47,1892973.463,Sedan 4 Door,1/24/2016,1/24/2016,-87.62728533,41.86167009,-87.6270751,41.86142,1/24/2016 3:31,1509,S,STATE,STATE ST,1509 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,1/24/2016 3:31,TICKET AND TOW
16-00498464,1925 S STATE ST,1925,S,STATE ST,1925 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Nissan,V815847,2782409,1176627.516,1891006.65,Sedan 4 Door,1/24/2016,1/24/2016,-87.62716467,41.85627191,-87.62676,41.85602,1/24/2016 3:37,1925,S,STATE,STATE ST,1925 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,NISS,120,Paid,2016,TRUE,1/24/2016 3:37,TICKET AND TOW
16-00498478,8446 S COTTAGE GROVE AVE,8446,S,COTTAGE GROVE AVE,8446 S COTTAGE GROVE AVE,1/26/2016 0:00,2/4/2016 0:00,Completed,Suzuki,Y822383,2782419,1183037.483,1848999.93,Carryall,1/24/2016,1/24/2016,-87.60494364,41.74085494,-87.60455,41.74089,1/24/2016 4:27,8441,S,COTTAGE GR AV,COTTAGE GROVE AVE,8441 S COTTAGE GR AV,IL,964060,3-7 AM SNOW ROUTE,6,SUZI,60,Paid,2016,TRUE,1/24/2016 4:27,TICKET AND TOW
16-00498481,2407 S KEDZIE AVE,2407,S,KEDZIE AVE,2407 S KEDZIE AVE,1/26/2016 0:00,2/4/2016 0:00,Completed,General Motors Corp.,Y919562,2782421,1155405.872,1887831.913,Carryall,1/24/2016,1/24/2016,-87.70514435,41.8480126,-87.7047599,41.84787,1/24/2016 5:53,2407,S,KEDZIE,KEDZIE AVE,2407 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,10,GMC,60,Paid,2016,TRUE,1/24/2016 5:53,TICKET AND TOW
16-00498527,2506 S KEDZIE AVE,2506,S,KEDZIE AVE,2506 S KEDZIE AVE,1/26/2016 0:00,2/4/2016 0:00,Completed,Chrysler,Y738212,2782422,1155425.137,1887180.382,Van,1/24/2016,1/24/2016,-87.70509114,41.84622434,-87.7052547,41.8459598,1/24/2016 5:51,2508,S,KEDZIE,KEDZIE AVE,2508 S KEDZIE,IL,964060,3-7 AM SNOW ROUTE,10,CHRY,60,Paid,2016,TRUE,1/24/2016 5:51,TICKET AND TOW
16-00499975,1516 S STATE ST,1516,S,STATE ST,1516 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Nissan,S797471,2782482,1176580.27,1892893.163,Sedan 4 Door,1/25/2016,1/25/2016,-87.62728114,41.8614497,-87.627534,41.8613499,1/25/2016 3:23,1516,S,STATE,STATE ST,1516 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,NISS,60,Paid,2016,TRUE,1/25/2016 3:23,TICKET AND TOW
16-00499979,603 S STATE ST,603,S,STATE ST,603 S STATE ST,1/26/2016 0:00,2/4/2016 0:00,Completed,Jeep - Year Greater 1988,6084580,2782484,1176451.722,1897642.228,Carryall,1/25/2016,1/25/2016,-87.6276097,41.87448433,-87.62712,41.87353,1/25/2016 3:16,657,S,STATE,STATE ST,657 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,JEEP,120,Notice,2016,TRUE,1/25/2016 3:16,TICKET AND TOW
16-00525769,835 S STATE ST,835,S,STATE ST,835 S STATE ST,1/27/2016 0:00,2/4/2016 0:00,Completed,Chevrolet,Z483628,2782569,1176487.012,1896502.693,Sedan 2 Door,1/26/2016,1/26/2016,-87.62751453,41.87135658,-87.6272651,41.8712462,1/26/2016 3:04,835,S,STATE,STATE ST,835 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,CHEV,120,Paid,2016,TRUE,1/26/2016 3:04,TICKET AND TOW
16-00525771,1411 S STATE ST,1411,S,STATE ST,1411 S STATE ST,1/27/2016 0:00,2/4/2016 0:00,Completed,Jeep - Year Greater 1988,P926830,2782570,1176558.388,1893729.983,Carryall,1/26/2016,1/26/2016,-87.62733621,41.86374648,-87.6270821,41.8633771,1/26/2016 3:01,1411,S,STATE,STATE ST,1411 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,JEEP,60,Paid,2016,TRUE,1/26/2016 3:01,TICKET AND TOW
16-00525772,1816 S STATE ST,1816,S,STATE ST,1816 S STATE ST,1/27/2016 0:00,2/4/2016 0:00,Completed,Ford,L215158,2782571,1176615.98,1891492.89,Sedan 4 Door,1/26/2016,1/26/2016,-87.62719234,41.85760645,-87.6273849,41.8573388,1/26/2016 3:00,1816,S,STATE,STATE ST,1816 S STATE,IL,964060,3-7 AM SNOW ROUTE,1,FORD,60,Paid,2016,TRUE,1/26/2016 3:00,TICKET AND TOW
16-00525774,2608 S KINGSTON,2608,S,DOCTOR MARTIN LUTHER KING JR DR,2608 S DOCTOR MARTIN LUTHER KING JR DR,1/27/2016 0:00,2/4/2016 0:00,Completed,Toyota,Z608689,2782573,,,Sedan 4 Door,1/26/2016,1/26/2016,-87.617238,41.842694,-87.617818,41.8454497,1/26/2016 3:07,2608,S,KING DR,MARTIN LUTHER KING DRIVE,2608 S KING DR,IL,964060,3-7 AM SNOW ROUTE,1,TOYT,60,Paid,2016,TRUE,1/26/2016 3:07,TICKET AND TOW
